"product-ratingsContainer","product-ratingsCount","product-separator","product-base href","img-responsive src","product-brand","product-product","product-sizeInventoryPresent","product-sizeInventoryPresent 2","product-sizeInventoryPresent 3","product-sizeInventoryPresent 4","product-sizeInventoryPresent 5","product-discountedPrice","product-strike","product-discountPercentage","product-sizeButton","product-sizeButton 2","product-sizeButton 3","product-sizeButton 4","product-sizeButton 5","xcelerator-plpXceleratorImageTag"
"3.9","115","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-optic-white-solid-bio-wash-antimicrobial-lifestyle-pure-cotton-t-shirt/12156426/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash Pure Cotton T-shirt","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","S","M","L","XL","XXL",""
"4","5","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-women-lt-grey-bio-wash-brand-carrier-t-shirts/18162678/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash T-shirts","XS,","S,","M,","L,","XL","Rs. 489","Rs. 699","(30% OFF)","XS","S","M","L","XL",""
"3.8","104","|","https://www.myntra.com/briefs/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-black-solid-antimicrobial-lifestyle-briefs--hrss21wbf/14097702/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14097702/2021/10/11/e465e434-bcc8-4752-b55c-c7f002fa92d11633941570347-HRX-by-Hrithik-Roshan-Women-Briefs-8001633941569880-1.jpg","HRX by Hrithik Roshan","Lifestyle Antimicrobial Briefs","S,","M,","L,","XL","","","","","S","M","L","XL","","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-grey-melange-brand-logo-printed-rapid-dry-training-t-shirt/18657910/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18657910/2022/6/17/240783e3-8e61-4c5c-a806-68c0174b50691655446698942-HRX-By-Hrithik-Roshan-Men-Training-Gharcoal-Melange-Rapid-Dr-1.jpg","HRX by Hrithik Roshan","Rapid-Dry Training T-Shirt","S,","M,","L,","XL,","XXL","Rs. 405","Rs. 699","(42% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-typography-printed-rapid-dry-training-t-shirt/18657914/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18657914/2022/6/17/ae1b20e2-7ded-4f9b-98da-02a18e75515c1655446520055-HRX-By-Hrithik-Roshan-Men-Training-Black-Melange-Rapid-Dry-T-1.jpg","HRX by Hrithik Roshan","Rapid-Dry Training T-Shirt","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-training-men-estate-blue-rapid-dry-brand-carrier-tshirts/17861340/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17861340/2022/7/4/e7bfca7d-2848-4943-ae5d-c59b67b7e8d71656921800292-HRX-by-Hrithik-Roshan-Men-Tshirts-5161656921799684-1.jpg","HRX by Hrithik Roshan","Training Rapid-Dry Tshirts","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","S","M","L","XL","XXL",""
"3.8","124","|","https://www.myntra.com/briefs/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-solid-antimicrobial-lifestyle-brief-hrss21wbf234105-e/14097640/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14097640/2021/10/1/4c99739c-1382-428f-b0e9-ff1d3ea8c0f11633088694960-HRX-by-Hrithik-Roshan-Women-Briefs-8201633088694534-1.jpg","HRX by Hrithik Roshan","Women Antimicrobial Brief","S,","M,","L,","XL","","","","","S","M","L","XL","",""
"4","127","|","https://www.myntra.com/briefs/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-navy-blue-solid-antimicrobial-lifestyle-briefs--hrss21wbf/14097690/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14097690/2021/10/11/0a64967b-6827-4e36-a4a7-f00cfe7a263e1633941558464-HRX-By-Hrithik-Roshan-Women-Solid-Antimicrobial-Lifestyle-Br-1.jpg","HRX by Hrithik Roshan","Lifestyle Antimicrobial Briefs","S,","M,","L,","XL","","","","","S","M","L","XL","",""
"4","188","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white-printed-running-pure-cotton-t-shirt/11037110/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11037110/2019/12/9/8738600e-1928-457a-8c66-bc95b1f9985e1575895610394-HRX-by-Hrithik-Roshan-Men-White-Printed-Running-T-Shirt-5331-1.jpg","HRX by Hrithik Roshan","Men Round Neck Running Pure Cotton T-shirt","S,","M,","L,","XL,","XXL","Rs. 419","Rs. 699","(40% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-jet-black-bio-wash-brand-carrier-t-shirts/18162938/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18162938/2022/7/18/8d38ae59-de0f-4d3f-b1b8-be695ce732d21658137775643-HRX-by-Hrithik-Roshan-Men-Tshirts-5521658137775187-1.jpg","HRX by Hrithik Roshan","Lifestyle Bio-Wash T-shirts","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","XXL","NEW SEASON"
"3.8","9","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-jet-black-bio-wash-typography-tshirts/18270284/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18270284/2022/6/8/75e5e3be-9ca4-4b90-8f0b-ed2ac53ce9181654670671084-HRX-by-Hrithik-Roshan-Men-Black--White-Typography-Printed-Pu-1.jpg","HRX by Hrithik Roshan","Lifestyle Bio-Wash Tshirts","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","XXL",""
"4.1","145","|","https://www.myntra.com/briefs/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-lavender-solid-antimicrobial-lifestyle-briefs-hrss21wbf2358/14097544/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14097544/2021/10/1/9e635c32-f147-4a87-9dfc-ccecd14e49cd1633092467710-HRX-by-Hrithik-Roshan-Women-Briefs-8111633092467190-1.jpg","HRX by Hrithik Roshan","Lifestyle Antimicrobial Briefs","S,","M,","L,","XL","","","","","S","M","L","XL","",""
"4.6","18","|","https://www.myntra.com/face-towels/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-unisex-blue-solid-face-towel/16065200/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16065200/2022/4/5/6de0fcf4-eab3-4858-954a-c78feb3679341649161828726-HRX-by-Hrithik-Roshan-Unisex-Blue-Solid-Face-Towel-729164916-1.jpg","HRX by Hrithik Roshan","Unisex Solid Face Towel","Onesize","","","","","Rs. 399","Rs. 999","(60% OFF)","Onesize","","","","",""
"4.3","4","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-jet-black-bio-wash-typography-tshirts/18270276/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash Tshirts","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/perfume-and-body-mist/hrx/hrx-escape-for-men-deodorant-250-ml/19931092/buy","","HRX","Escape For Men Deodorant 250 ml","200-300 ML","","","","","Rs. 359","Rs. 449","(20% OFF)","200-300 ML","","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-jet-black-bio-wash-brand-carrier-tshirts/18162540/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash Tshirts","L,","XL,","M,","S,","XXL","Rs. 489","Rs. 699","(30% OFF)","L","XL","M","S","XXL","NEW SEASON"
"","","","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-pack-of-4-patterened-ankle-length-socks/20055178/buy","","HRX by Hrithik Roshan","Men Pack of 4 Socks","Onesize","","","","","Rs. 404","Rs. 899","(55% OFF)","Onesize","","","","",""
"","","","https://www.myntra.com/perfume-and-body-mist/hrx/hrx--men-charge-deodorant-250-ml/19931088/buy","","HRX","Men Charge Deodorant 250 ml","200-300 ML","","","","","Rs. 359","Rs. 449","(20% OFF)","200-300 ML","","","","",""
"4.5","13","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-optic-white-bio-wash-brand-carrier-t-shirt/18162500/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash T-shirt","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","XXL",""
"4.4","10","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-orange--black-brand-logo-printed-t-shirt/18162946/buy","","HRX by Hrithik Roshan","Men Brand Logo Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","XXL",""
"4.6","12","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-medieval-blue-bio-wash-brand-carrier-tshirts/18162594/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash Tshirts","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","XXL","NEW SEASON"
"3.9","109","|","https://www.myntra.com/briefs/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-coral-pink-solid-antimicrobial-lifestyle-briefs-hrss21wbf2341/14097644/buy","","HRX by Hrithik Roshan","Lifestyle Antimicrobial Briefs","S,","M,","L,","XL","","","","","S","M","L","XL","",""
"","","","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-pack-of-3-patterened-ankle-length-socks/20055184/buy","","HRX by Hrithik Roshan","Men Pack of 3 Socks","Onesize","","","","","Rs. 314","Rs. 699","(55% OFF)","Onesize","","","","",""
"","","","https://www.myntra.com/face-towels/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-unisex-blue-printed-face-towel/16065202/buy","","HRX by Hrithik Roshan","Unisex Printed Face Towel","Onesize","","","","","Rs. 493","Rs. 1299","(62% OFF)","Onesize","","","","",""
"4.1","9","|","https://www.myntra.com/face-towels/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-unisex-black-printed-face-towel/16065194/buy","","HRX by Hrithik Roshan","Unisex Printed Face Towel","Onesize","","","","","Rs. 428","Rs. 1299","(67% OFF)","Onesize","","","","","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-black-brand-logo-print-detail-t-shirt/18298938/buy","","HRX by Hrithik Roshan","Women Brand Logo T-shirt","XS,","S,","M,","L,","XL","Rs. 389","Rs. 1299","(70% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-grey-melange-brand-logo-print-detail-cotton-t-shirt/18298916/buy","","HRX by Hrithik Roshan","Women Brand Logo Cotton Tshirt","XS,","S,","M,","L,","XL","Rs. 389","Rs. 1299","(70% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-white-solid-cotton-t-shirt/18298904/buy","","HRX by Hrithik Roshan","Women Solid Cotton T-shirt","XS,","S,","M,","L,","XL","Rs. 404","Rs. 899","(55% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-charcoal-grey-brand-logo-print-detail-t-shirt/18298930/buy","","HRX by Hrithik Roshan","Women Brand Logo Print T-shirt","XS,","S,","M,","L,","XL","Rs. 404","Rs. 899","(55% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-black--pink-brand-logo-printed-cotton-t-shirt/18298914/buy","","HRX by Hrithik Roshan","Women Printed Cotton T-shirt","XS,","S,","M,","L,","XL","Rs. 384","Rs. 699","(45% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-grey-melange-brand-logo-print-detail-t-shirt/18298908/buy","","HRX by Hrithik Roshan","Women Brand Logo T-shirt","XS,","S,","M,","L,","XL","Rs. 404","Rs. 899","(55% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-white--pink-brand-logo-printed-cotton-t-shirt/18298902/buy","","HRX by Hrithik Roshan","Women Printed Cotton T-shirt","XS,","S,","M,","L,","XL","Rs. 384","Rs. 699","(45% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-navy-blue-solid-cotton-t-shirt/18298936/buy","","HRX by Hrithik Roshan","Women Solid Cotton T-shirt","XS,","S,","M,","L,","XL","Rs. 404","Rs. 899","(55% OFF)","XS","S","M","L","XL",""
"4.9","7","|","https://www.myntra.com/face-towels/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-unisex-turquoise-blue-printed-face-towel/16065196/buy","","HRX by Hrithik Roshan","Unisex Printed Face Towel","Onesize","","","","","Rs. 493","Rs. 1299","(62% OFF)","Onesize","","","","",""
"3.7","10","|","https://www.myntra.com/caps/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-unisex-blue-solid-training-cap/14886442/buy","","HRX by Hrithik Roshan","Unisex Training Cap","Onesize","","","","","Rs. 499","Rs. 1999","(75% OFF)","Onesize","","","","",""
"4.1","1.4k","|","https://www.myntra.com/outdoor-masks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-unisex-pack-of-3-olive-green-protekt-x-4-ply-reusable-face-masks/12027348/buy","","HRX by Hrithik Roshan","3 Pcs 4-Ply Face Masks","Onesize","","","","","Rs. 279","Rs. 799","(65% OFF)","Onesize","","","","",""
"3.8","8","|","https://www.myntra.com/caps/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-unisex-blue-active-running-cap/14886430/buy","","HRX by Hrithik Roshan","Unisex Running Cap","Onesize","","","","","Rs. 449","Rs. 1799","(75% OFF)","Onesize","","","","",""
"","","","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-pack-of-3-ankle-length-socks/20055194/buy","","HRX by Hrithik Roshan","Men Pack of 3 Socks","Onesize","","","","","Rs. 359","Rs. 799","(55% OFF)","Onesize","","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-red--navy-blue-pure-cotton-typography-printed-t-shirt/19690350/buy","","HRX by Hrithik Roshan","Women Typography Printed T-shirt","XS,","S,","M,","L,","XL","Rs. 404","Rs. 899","(55% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-white--black-pure-cotton-solid-t-shirt/19690358/buy","","HRX by Hrithik Roshan","Women Solid T-shirt","XS,","S,","M,","L,","XL","Rs. 384","Rs. 699","(45% OFF)","XS","S","M","L","XL","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-blue--white-pure-cotton-colourblocked-t-shirt/19690336/buy","","HRX by Hrithik Roshan","Women Colourblocked T-shirt","XS,","S,","M,","L,","XL","Rs. 499","Rs. 999","(50% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-charcoal-black--yellow-typography-printed-t-shirt/19690372/buy","","HRX by Hrithik Roshan","Women Typography Printed T-shirt","XS,","S,","M,","L,","XL","Rs. 404","Rs. 899","(55% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-white--navy-blue-pure-cotton-typography-printed-t-shirt/19690356/buy","","HRX by Hrithik Roshan","Women Typography Printed T-shirt","XS,","S,","M,","L,","XL","Rs. 404","Rs. 899","(55% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-white--beige-pure-cotton-typography-printed-t-shirt/19690320/buy","","HRX by Hrithik Roshan","Women Typography Printed T-shirt","XS,","S,","M,","L,","XL","Rs. 404","Rs. 899","(55% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-red--navy-blue-pure-cotton-colourblocked-t-shirt/19690362/buy","","HRX by Hrithik Roshan","Women Colourblocked T-shirt","XS,","S,","M,","L,","XL","Rs. 384","Rs. 699","(45% OFF)","XS","S","M","L","XL","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-red--beige-pure-cotton-typography-printed-t-shirt/19690370/buy","","HRX by Hrithik Roshan","Women Typography Printed T-shirt","XS,","S,","M,","L,","XL","Rs. 404","Rs. 899","(55% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-charcoal-black--white-colourblocked-t-shirt/19690316/buy","","HRX by Hrithik Roshan","Women Colourblocked T-shirt","XS,","S,","M,","L,","XL","Rs. 499","Rs. 999","(50% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-black--pink-pure-cotton-brand-logo-printed-t-shirt/19690340/buy","","HRX by Hrithik Roshan","Women Brand Logo Printed T-shirt","XS,","S,","M,","L,","XL","Rs. 404","Rs. 899","(55% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-red--white-pure-cotton-colorblocked-t-shirt/19690328/buy","","HRX by Hrithik Roshan","Cotton Colorblocked T-shirt","XS,","S,","M,","L,","XL","Rs. 499","Rs. 999","(50% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-pack-of-3-ankle-length-socks/20055186/buy","","HRX by Hrithik Roshan","Men Pack of 3 Socks","Onesize","","","","","Rs. 314","Rs. 699","(55% OFF)","Onesize","","","","",""
"","","","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-pack-of-3-ankle-length-socks/20055192/buy","","HRX by Hrithik Roshan","Men Pack of 3 Socks","Onesize","","","","","Rs. 314","Rs. 699","(55% OFF)","Onesize","","","","",""
"","","","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-pack-of-3-patterened-ankle-length-socks/20055196/buy","","HRX by Hrithik Roshan","Men Pack of 3 Socks","Onesize","","","","","Rs. 314","Rs. 699","(55% OFF)","Onesize","","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-charcoal-black--yellow-typography-printed-t-shirt/19690372/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19690372/2022/9/10/ebecd0b1-9c66-4274-8c96-cebde0d96c5e1662787928337-HRX-by-Hrithik-Roshan-Regular-Fit-Fashion-Short-Sleeves-Wome-1.jpg","HRX by Hrithik Roshan","Women Typography Printed T-shirt","XS,","S,","M,","L,","XL","Rs. 404","Rs. 899","(55% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-charcoal-black--white-colourblocked-t-shirt/19690316/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19690316/2022/9/10/ec7694bc-ad34-410f-879a-e1d3bb1772fc1662787822706-HRX-by-Hrithik-Roshan-Slim-Fit-Fashion-Short-Sleeves-Womens--1.jpg","HRX by Hrithik Roshan","Women Colourblocked T-shirt","XS,","S,","M,","L,","XL","Rs. 499","Rs. 999","(50% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-black--pink-pure-cotton-brand-logo-printed-t-shirt/19690340/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19690340/2022/9/10/34173c0b-5b77-4562-8a2f-8e53b7e5e8891662787859139-HRX-by-Hrithik-Roshan-Regular-Fit-Fashion-Short-Sleeves-Wome-1.jpg","HRX by Hrithik Roshan","Women Brand Logo Printed T-shirt","XS,","S,","M,","L,","XL","Rs. 404","Rs. 899","(55% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-red--white-pure-cotton-colorblocked-t-shirt/19690328/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19690328/2022/9/10/11d8c012-4a97-4611-90e8-a57b477e0c521662787834687-HRX-by-Hrithik-Roshan-Slim-Fit-Fashion-Short-Sleeves-Womens--1.jpg","HRX by Hrithik Roshan","Cotton Colorblocked T-shirt","XS,","S,","M,","L,","XL","Rs. 499","Rs. 999","(50% OFF)","XS","S","M","L","XL",""
"3.3","3","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-typography-printed-pure-cotton-t-shirt/18192030/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18192030/2022/7/18/de8612fe-3622-4999-bf89-33b3fe065c0c1658146104834-HRX-by-Hrithik-Roshan-Black-Casual-Mens-Lifestyle-Tshirts-67-1.jpg","HRX by Hrithik Roshan","Men Typography Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL","NEW SEASON"
"","","","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-pack-of-3-ankle-length-socks/20055186/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20055186/2022/10/3/c535cc16-cae5-4987-ab55-0cf4bbcf5d261664797871770-HRX-by-Hrithik-Roshan-Men-Socks-9271664797871341-1.jpg","HRX by Hrithik Roshan","Men Pack of 3 Socks","Onesize","","","","","Rs. 314","Rs. 699","(55% OFF)","Onesize","","","","",""
"2.7","3","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-red-pure-cotton-typography-printed-lifestyle-t-shirt/18192014/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18192014/2022/6/8/fe9cf8c6-f756-48fd-92f0-9f232911b5071654678304336-HRX-by-Hrithik-Roshan-Red-Casual-Mens-Lifestyle-Tshirts-6601-1.jpg","HRX by Hrithik Roshan","Men Cotton Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 419","Rs. 699","(40% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-pack-of-3-ankle-length-socks/20055192/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20055192/2022/10/3/5e4f0d09-aa26-4959-adfb-c930284761051664796832094-HRX-by-Hrithik-Roshan-Men-Socks-7061664796831790-1.jpg","HRX by Hrithik Roshan","Men Pack of 3 Socks","Onesize","","","","","Rs. 314","Rs. 699","(55% OFF)","Onesize","","","","",""
"","","","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-pack-of-3-patterened-ankle-length-socks/20055196/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20055196/2022/10/4/27fd1430-3bb1-4c36-85e3-4c27301362001664881342141-HRX-by-Hrithik-Roshan-Men-Socks-7201664881341896-1.jpg","HRX by Hrithik Roshan","Men Pack of 3 Socks","Onesize","","","","","Rs. 314","Rs. 699","(55% OFF)","Onesize","","","","",""
"","","","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-pack-of-3-patterened-ankle-length-socks/20055164/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20055164/2022/10/4/35443545-d024-4894-b105-c109938540f91664882237722-HRX-by-Hrithik-Roshan-Men-Socks-7431664882237399-1.jpg","HRX by Hrithik Roshan","Men Pack of 3 Socks","Onesize","","","","","Rs. 314","Rs. 699","(55% OFF)","Onesize","","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-basketball-men-amaranth-purple-bio-wash-graphic-tshirt/17861180/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17861180/2022/8/12/449d12a2-3d4b-44d2-9ff8-b666117ff2051660291222775-HRX-by-Hrithik-Roshan-Men-Tshirts-9041660291222369-1.jpg","HRX by Hrithik Roshan","Basketball Bio-Wash Tshirt","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-basketball-men-oriole-bio-wash-typography-tshirt/17860910/buy","","HRX by Hrithik Roshan","Basketball Bio-Wash Tshirt","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-basketball-men-jet-black-bio-wash-graphic-tshirt/17861318/buy","","HRX by Hrithik Roshan","Basketball Bio-Wash Tshirt","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-emerald-typography-print-bio-wash-football-t-shirt/17861346/buy","","HRX by Hrithik Roshan","Bio-Wash Football T-shirt","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-basketball-men-gold-fusion-bio-wash-graphic-tshirt/17860692/buy","","HRX by Hrithik Roshan","Basketball Bio-Wash Tshirt","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-red--white-brand-logo-printed-pure-cotton-t-shirt/18192016/buy","","HRX by Hrithik Roshan","Men Brand Logo Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL","NEW SEASON"
