"product-ratingsContainer","product-ratingsCount","product-separator","product-base href","img-responsive src","product-brand","product-product","product-sizeInventoryPresent","product-sizeInventoryPresent 2","product-sizeInventoryPresent 3","product-sizeInventoryPresent 4","product-sizeInventoryPresent 5","product-discountedPrice","product-strike","product-discountPercentage","product-sizeButton","product-sizeButton 2","product-sizeButton 3","product-sizeButton 4","product-sizeButton 5","xcelerator-plpXceleratorImageTag"
"3.6","88","|","https://www.myntra.com/briefs/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-black-printed-antimicrobial-lifestyle-briefs/14098252/buy","","HRX by Hrithik Roshan","Lifestyle Antimicrobial Briefs","S,","M,","L,","XL","","","","","M","L","","","",""
"4.4","53","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-training-men-black-antimicrobial-brand-carrier-tshirts/18341274/buy","","HRX by Hrithik Roshan","Training Antimicrobial Tshirts","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","M","L","","","",""
"4.4","24","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white-brand-logo-printed-rapid-dry-training-t-shirt/18657904/buy","","HRX by Hrithik Roshan","Rapid-Dry Training T-Shirt","S,","M,","L,","XL,","XXL","Rs. 405","Rs. 699","(42% OFF)","L","XL","XXL","","",""
"4.3","595","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-black-solid-bio-wash-yoga-pure-cotton-t-shirts/11999840/buy","","HRX by Hrithik Roshan","Yoga Bio-Wash Pure Cotton T-shirts","XS,","S,","M,","L,","XL","Rs. 489","Rs. 699","(30% OFF)","XS","S","M","","",""
"4.2","51","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-yoga-women-grey-melange-pure-cotton--sustainable-tshirt/14702640/buy","","HRX by Hrithik Roshan","Yoga Cotton Tshirt","XS,","S,","M,","L,","XL","Rs. 494","Rs. 899","(45% OFF)","XS","M","L","","",""
"4.2","13","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-coral-orange-brand-logo-rapid-dry-running-t-shirt/18657768/buy","","HRX by Hrithik Roshan","Brand Logo Running T-shirt","XS,","S,","M,","L,","XL","Rs. 405","Rs. 699","(42% OFF)","S","M","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-grey-melange-slim-fit-rapid-dry-t-shirt/19018422/buy","","HRX by Hrithik Roshan","Men Slim Fit Rapid Dry T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","XL","","","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white-brand-logo-printed-t-shirt/19468266/buy","","HRX by Hrithik Roshan","Men Brand Logo Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 479","Rs. 799","(40% OFF)","L","XL","XXL","","",""
"4.4","174","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-jet-black-printed-bio-wash-antimicrobial-lifestyle-pure-cotton-t-shirt/12643892/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash Pure Cotton T-shirt","S,","M,","L,","XL,","XXL","Rs. 349","Rs. 699","(50% OFF)","S","L","XL","","",""
"4.2","11","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-black-rapid-dry-t-shirt-with-reflective-strips/19019438/buy","","HRX by Hrithik Roshan","Women Rapid Dry T-shirt","XS,","S,","M,","L,","XL","Rs. 399","Rs. 799","(50% OFF)","XS","S","XL","","","NEW SEASON"
"4.5","20","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-grey-melange-typography-printed-rapid-dry-training-t-shirt/18657926/buy","","HRX by Hrithik Roshan","Rapid-Dry Training T-Shirt","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","S","M","XL","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-white--red-typography-printed-pure-cotton-t-shirt/19589762/buy","","HRX by Hrithik Roshan","Boys Typography Cotton T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 399","Rs. 799","(50% OFF)","8-9Y","14-15Y","16-17Y","","",""
"4.1","36","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-neon-orange-rapid-dry-typography-tshirt/17208094/buy","","HRX by Hrithik Roshan","Training Rapid-Dry Tshirt","XS,","S,","M,","L,","XL","Rs. 499","Rs. 999","(50% OFF)","M","L","XL","","","NEW SEASON"
"4.4","24","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-u-17-active-girls-white-rapid-dry-typography-t-shirt/14702344/buy","","HRX by Hrithik Roshan","U-17 Girls Active T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 255","Rs. 799","(68% OFF)","12-13Y","14-15Y","16-17Y","","","NEW SEASON"
"4.2","17","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-grey-melange-brand-logo-printed-rapid-dry-training-t-shirt/18657892/buy","","HRX by Hrithik Roshan","Rapid-Dry Training T-Shirt","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","S","M","XXL","","",""
"4.2","149","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-pack-of-3-above-ankle-striped-socks/15329118/buy","","HRX by Hrithik Roshan","Pack of 3 Striped Socks","11-13Y,","14-16Y","","","","Rs. 191","Rs. 599","(68% OFF)","14-16Y","","","","",""
"4.4","52","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-u-17-lifestyle-girls-aqua-rapid-dry-typography-tshirts/15289204/buy","","HRX by Hrithik Roshan","U-17 Girls Lifestyle Tshirts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 295","Rs. 799","(63% OFF)","12-13Y","14-15Y","","","",""
"4.3","6","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-blue-rapid-dry-t-shirt/19018448/buy","","HRX by Hrithik Roshan","Men Rapid Dry T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","L","","","","NEW SEASON"
"4.4","191","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-pack-of-3-assorted-ankle-length-socks/15329126/buy","","HRX by Hrithik Roshan","Pack of 3 Assorted AL Socks","11-13Y,","14-16Y","","","","Rs. 221","Rs. 599","(63% OFF)","14-16Y","","","","",""
"4.5","21","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-active-u-17-boys-white-bio-wash-brand-carrier-tshirts/18162538/buy","","HRX by Hrithik Roshan","U-17 Boys Bio-Wash T-shirts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 359","Rs. 599","(40% OFF)","8-9Y","14-15Y","","","",""
"4","5","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-typography-printed-pure-cotton-loose-t-shirt/18192038/buy","","HRX by Hrithik Roshan","Men Typography Printed Loose T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","L","XL","XXL","","","NEW SEASON"
"4.1","10","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-turquoise-blue-running-rapid-dry-t-shirts/18657868/buy","","HRX by Hrithik Roshan","Men Rapid-Dry Running T-Shirt","S,","M,","L,","XL,","XXL","Rs. 405","Rs. 699","(42% OFF)","L","XL","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-orange-brand-logo-printed-pure-cotton-t-shirt/19690326/buy","","HRX by Hrithik Roshan","Women Printed Cotton T-shirt","XS,","S,","M,","L,","XL","Rs. 404","Rs. 899","(55% OFF)","XS","S","XL","","",""
"4.4","91","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-pink-placement-print-bio-wash-antimicrobial-lifestyle-pure-cotton-t-shirt/12156234/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash Pure Cotton T-shirt","XS,","S,","M,","L,","XL","Rs. 494","Rs. 899","(45% OFF)","S","L","","","",""
"4.5","56","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-u-17-active-girls-neon-orange-rapid-dry-brand-carrier-t-shirt/14702728/buy","","HRX by Hrithik Roshan","U-17 Girls Active T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 295","Rs. 799","(63% OFF)","12-13Y","14-15Y","","","",""
"4.3","29","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-u-17-active-girls-wet-weather-rapid-dry-typography-t-shirt/14701944/buy","","HRX by Hrithik Roshan","U-17 Girls Active T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 279","Rs. 799","(65% OFF)","12-13Y","16-17Y","","","",""
"4.2","196","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-pack-of-3-ankle-length-striped-socks/15329120/buy","","HRX by Hrithik Roshan","Pack of 3 Striped Socks","11-13Y,","14-16Y","","","","Rs. 184","Rs. 499","(63% OFF)","14-16Y","","","","",""
"3.9","37","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-navy-blue-typography-printed-rapid-dry-training-t-shirt/18657880/buy","","HRX by Hrithik Roshan","Rapid-Dry Training T-Shirt","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","S","M","","","",""
"4.4","1.3k","|","https://www.myntra.com/briefs/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-lifestyle-brief-ls-7013c/6747453/buy","","HRX by Hrithik Roshan","Lifestyle Briefs","S,","M,","L,","XL","","Rs. 199","Rs. 499","(60% OFF)","S","L","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-navy-blue-typography-printed-slim-fit-rapid-dry-t-shirt/19018382/buy","","HRX by Hrithik Roshan","Men Slim Fit Rapid Dry T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","L","XL","","","","NEW SEASON"
"4.2","155","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-kids-boys-pack-of-3-above-ankle-assorted-half-terry-socks/15329122/buy","","HRX by Hrithik Roshan","Boys Pack Of 3 Above Ankle","11-13Y,","14-16Y","","","","Rs. 221","Rs. 599","(63% OFF)","14-16Y","","","","",""
"4.5","26","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-u-17-boys-green-ash-bio-wash-brand-carrier-tshirt/18162528/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18162528/2022/6/24/48589c54-30ec-4d2b-9af3-21f0ddb8fb301656072045524HRXByHrithikRoshanLifestyleU-17BoysGreenAshBio-WashBrandCarr1.jpg","HRX by Hrithik Roshan","U-17 Boys Lifestyle Tshirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 359","Rs. 599","(40% OFF)","8-9Y","10-11Y","12-13Y","","",""
"4.7","20","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/-hrx-by-hrithik-roshan-u-17-lifestyle-girls-deep-ocean-rapid-dry-typography-tshirts/15289398/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15289398/2022/7/20/30e21ee7-c467-4d49-b80d-2a1c9303f7d01658317042668-HRX-by-Hrithik-Roshan-U-17-Lifestyle-Girls-Deep-Ocean-Rapid--1.jpg","HRX by Hrithik Roshan","U-17 Girls Lifestyle Tshirts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 479","Rs. 799","(40% OFF)","8-9Y","12-13Y","","","",""
"3.9","54","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-training-men-navy-melange-antimicrobial-brand-carrier-tshirts/18341300/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18341300/2022/6/2/8fa2d9d2-9643-43b6-84fb-c1f414db2a481654151862749-HRX-by-Hrithik-Roshan-Men-Navy-Blue-T-shirt-1741654151861963-5.jpg","HRX by Hrithik Roshan","Training Antimicrobial Tshirts","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-grey-melange-striped-rapid-dry-t-shirt/19018418/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19018418/2022/7/26/25fb246b-de66-44f6-a47f-03a53e8cd9b01658831877712-HRX-by-Hrithik-Roshan-Men-Tshirts-6501658831877227-1.jpg","HRX by Hrithik Roshan","Men Striped Rapid Dry T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","","","","NEW SEASON"
"4.1","58","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-training-men-blue-melange-antimicrobial-brand-carrier-tshirts/18341266/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18341266/2022/6/11/2a72fb40-b049-432a-b1e4-dadaa17dd1a91654928976439-HRX-by-Hrithik-Roshan-Men-Tshirts-4181654928975960-1.jpg","HRX by Hrithik Roshan","Training Antimicrobial Tshirts","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","","","",""
"4.5","11","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-training-rapid-dry-t-shirts/18657916/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18657916/2022/6/16/d79fd1f2-b952-44ed-9aff-6af0d8cd3a101655378687528HRXByHrithikRoshanMenTrainingBlackGreyRapid-DryT-Shirts1.jpg","HRX by Hrithik Roshan","Men Rapid-Dry Training T-Shirt","S,","M,","L,","XL,","XXL","Rs. 405","Rs. 699","(42% OFF)","S","L","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-red-printed-pure-cotton-t-shirt/19690324/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19690324/2022/9/10/0d34045b-8bc3-400e-ae23-d1e6192d14361662787737072-HRX-by-Hrithik-Roshan-Regular-Fit-Fashion-Short-Sleeves-Wome-1.jpg","HRX by Hrithik Roshan","Women Printed Cotton T-shirt","XS,","S,","M,","L,","XL","Rs. 404","Rs. 899","(55% OFF)","XS","XL","","","",""
"4.6","50","|","https://www.myntra.com/shorts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-u-17-boys-green-colourblock-anti-static-rapid-dry-basketball-shorts/13688740/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13688740/2021/8/6/273af6b0-4116-4b3c-986e-0f31fca7ebf41628252033651HRXByHrithikRoshanU-17BoysGreenColourblockAnti-StaticRapid-D1.jpg","HRX by Hrithik Roshan","U-17 Boys Active Shorts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 419","Rs. 1499","(72% OFF)","8-9Y","12-13Y","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-white--magenta-pure-cotton-brand-logo-printed-t-shirt/19690344/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19690344/2022/9/10/1006bdda-3aef-4632-bdcf-9999b137ab171662787873641-HRX-by-Hrithik-Roshan-Regular-Fit-Fashion-Short-Sleeves-Wome-1.jpg","HRX by Hrithik Roshan","Women Brand Logo T-shirt","XS,","S,","M,","L,","XL","Rs. 404","Rs. 899","(55% OFF)","XS","S","","","",""
"4.5","82","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-training-men-blue-rapid-dry-typography-tshirts/15178270/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15178270/2022/5/19/4046a5f2-c6b2-45ec-b7e4-92af1a58106b1652951956711-HRX-by-Hrithik-Roshan-Men-Tshirts-7461652951956426-1.jpg","HRX by Hrithik Roshan","Men Training Rapid-Dry Tshirts","S,","M,","L,","XL,","XXL","Rs. 494","Rs. 899","(45% OFF)","S","M","","","",""
"4.4","8.1k","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-barbados-cherry-rapid-dry-running-t-shirt/10565470/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10565470/2022/4/7/70abd92c-0cc7-4d91-af84-712ac769401c1649328171910-HRX-by-Hrithik-Roshan-Women-Barbados-Cherry-Rapid-Dry-Runnin-1.jpg","HRX by Hrithik Roshan","Running Rapid-Dry T-shirt","XS,","S,","M,","L,","XL","Rs. 359","Rs. 899","(60% OFF)","XS","S","","","",""
"4.6","28","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-black-printed-rapid-dry-t-shirt-with-reflective-strips/19019452/buy","","HRX by Hrithik Roshan","Women Typography Printed T-shirt","XS,","S,","M,","L,","XL","Rs. 399","Rs. 799","(50% OFF)","XS","S","","","","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-pink-solid-t-shirt/19475196/buy","","HRX by Hrithik Roshan","Women Solid T-shirt","XS,","S,","M,","L,","XL","Rs. 479","Rs. 799","(40% OFF)","XS","S","","","",""
"4.1","21","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-navy-blue-brand-logo-printed-rapid-dry-training-t-shirt/18657930/buy","","HRX by Hrithik Roshan","Rapid-Dry Training T-Shirt","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","S","XL","","","",""
"4.2","788","|","https://www.myntra.com/trunk/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-lifestyle-grey-melange-solid-trunk-ls-7006e/6747423/buy","","HRX by Hrithik Roshan","Lifestyle Trunk","S,","M,","L,","XL","","Rs. 224","Rs. 449","(50% OFF)","S","","","","",""
"4.4","481","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-green-solid-bio-wash-yoga-tshirts/11999862/buy","","HRX by Hrithik Roshan","Yoga Bio-Wash Tshirts","XS,","S,","M,","L,","XL","Rs. 489","Rs. 699","(30% OFF)","XS","S","","","",""
"4.3","935","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-grey-melange-printed-round-neck-t-shirt/8379279/buy","","HRX by Hrithik Roshan","Printed Round Neck T-shirt","XS,","S,","M,","L,","XL","Rs. 244","Rs. 699","(65% OFF)","XS","S","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-white-pure-cotton-solid-t-shirt/19690346/buy","","HRX by Hrithik Roshan","Pure Cotton Solid T-shirt","XS,","S,","M,","L,","XL","Rs. 499","Rs. 999","(50% OFF)","XS","XL","","","",""
"4.6","126","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-training-women-jet-black-rapid-dry-brand-carrier-tshirts/17207828/buy","","HRX by Hrithik Roshan","Training Rapid-Dry Tshirts","XS,","S,","M,","L,","XL","Rs. 489","Rs. 699","(30% OFF)","L","XL","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-charcoal-black-solid-monochrome-t-shirt/19690364/buy","","HRX by Hrithik Roshan","Women Solid T-shirt","XS,","S,","M,","L,","XL","Rs. 499","Rs. 999","(50% OFF)","XS","S","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-olive-green-striped-rapid-dry-t-shirt/19018468/buy","","HRX by Hrithik Roshan","Men Striped Rapid Dry T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","XL","","","","","NEW SEASON"
"4.4","51","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-yoga-women-delphinium-blue-pure-cotton-rapid-dry-solid--sustainable-tshirt/14702794/buy","","HRX by Hrithik Roshan","Yoga Rapid-Dry Tshirt","XS,","S,","M,","L,","XL","Rs. 494","Rs. 899","(45% OFF)","XS","S","","","",""
"4.4","309","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-jet-black-solid-bio-wash-lifestyle-tshirts/11245502/buy","","HRX by Hrithik Roshan","U-17 Boys Lifestyle Tshirts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 255","Rs. 799","(68% OFF)","8-9Y","10-11Y","","","","NEW SEASON"
"4.2","37","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-u-17-active-girls-neon-orange-rapid-dry-typography-tshirts/14702496/buy","","HRX by Hrithik Roshan","U-17 Girls Active Tshirts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 239","Rs. 799","(70% OFF)","14-15Y","16-17Y","","","",""
"4.1","7","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-blue-printed-pure-cotton-t-shirt/1346083/buy","","HRX by Hrithik Roshan","Printed  Pure Cotton T-shirt","S,","M,","L,","XL","","Rs. 359","Rs. 799","(55% OFF)","S","M","","","",""
"4.2","90","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-yoga-men-tandoori-spice-typography--sustainable-tshirts/14703108/buy","","HRX by Hrithik Roshan","Yoga Tshirts","S,","M,","L,","XL,","XXL","Rs. 494","Rs. 899","(45% OFF)","M","","","","",""
"4.3","88","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-optic-white-graphic-bio-wash-basketball-tshirt/13697888/buy","","HRX by Hrithik Roshan","Basketball Bio-Wash Tshirt","XS,","S,","M,","L,","XL","Rs. 494","Rs. 899","(45% OFF)","M","","","","","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-navy-blue--white-printed-pure-cotton-t-shirt/19272126/buy","","HRX by Hrithik Roshan","Men Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","XL","","","","","NEW SEASON"
"4.5","90","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-black-graphic-print-bio-wash-basketball-pure-cotton-t-shirt/13697942/buy","","HRX by Hrithik Roshan","Basketball Bio-Wash Pure Cotton T-shirt","XS,","S,","M,","L,","XL","Rs. 494","Rs. 899","(45% OFF)","S","","","","","NEW SEASON"
"4.3","8.3k","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-slim-advanced-rapid-dry-raglan-t-shirt/2314424/buy","","HRX by Hrithik Roshan","Slim Rapid Dry Raglan T-shirt","S,","M,","L,","XL,","XXL","Rs. 494","Rs. 899","(45% OFF)","L","","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white-t-shirt/20104340/buy","","HRX by Hrithik Roshan","Men T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","XL","","","","",""
"4.7","7","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-brand-logo-printed-t-shirt/19468264/buy","","HRX by Hrithik Roshan","Men Brand Logo Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 479","Rs. 799","(40% OFF)","XL","","","","",""
"4.3","1.8k","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-red-advanced-rapid-dry-round-neck-t-shirt/2314392/buy","","HRX by Hrithik Roshan","Rapid Dry Round Neck T-shirt","S,","M,","L,","XL,","XXL","Rs. 494","Rs. 899","(45% OFF)","S","","","","",""
"4.5","10","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white-typography-printed-rapid-dry-training-t-shirt/18657934/buy","","HRX by Hrithik Roshan","Rapid-Dry Training T-Shirt","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","XL","","","","",""
