Mobile Phone,Total Ratings, Price ,Text1,Model Name,OS,Display,Display Type,Battery Capacity,,
"        realme C21Y (Cross Black, 4GB RAM, 64GB Storage), Medium       ",139 ratings,,Realme,C21Y,Android 11,         6.5 inches    ,         LCD    ,5000,,
"        OPPO A16e (White, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers       ",215 ratings," ₹ 9,490.00 ",Oppo,A16k,Android 11,         16.55 cm    ,         LCD    ,4230,,
"        (Renewed) Nokia C01 Plus 4G, 5.45” HD+ Screen, Selfie Camera with Front Flash | 32GB Storage (Grey)       ",17 ratings," ₹ 5,398.00 ",Nokia,Nokia C01 Plus,Android 11 (Go edition),         5.45 inches    ,         TFT    ,3000,,
"        (Renewed) Redmi Poco C3 (Lime Green, 4 RAM /64 Storage)       ",114 ratings,,Redmi,,Android,,,,,
"        Nokia 5.1 Plus (Blue, 32 GB) (3 GB RAM)       ",303 ratings,,Nokia,,Android,         5.9 inches    ,3060,         8 GB    ,,
"        Nokia 5.1 Plus (Black, 32 GB) (3 GB RAM)       ",264 ratings,,Nokia,,Android,         5.9 inches    ,3060,         3 GB    ,,
"        Realme C30s (Stripe Black, 4GB RAM, 64GB Storage)       ",,,Realme,Realme C30s,Android 12,,,,,
"        (Renewed) Redmi Note 9 (Aqua Green, 4GB RAM, 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL       ",131 ratings," ₹ 9,499.00 ",Redmi,,Android,         2340 x 1080    ,5020,         4 GB    ,,
"        I KALL Z14 Smartphone (6.82 Inch, 4GB, 64GB) (Grey)       ",9 ratings,,IKALL,Grey,Android 10.0,         6.82 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        (Renewed) Poco C3 (Matte Black, 4 GB RAM /64 GB Storage)       ",114 ratings," ₹ 8,390.00 ",Redmi,,Android,         6.43 inches    ,5000,         4 GB    ,,
"        realme C21Y (Cross Black, 4GB RAM, 64GB Storage), Medium       ",139 ratings,,Realme,C21Y,Android 11,         6.5 inches    ,         LCD    ,5000,,
"        (Renewed) Redmi Y3 (Elegant Blue, 32GB, 3GB RAM)       ",44 ratings," ₹ 6,699.00 ",Xiaomi,,Android 9.0,         6.3 inches    ,4000,         3 GB    ,,
"        (Renewed) Redmi 9i (Nature Green, 4GB RAM, 64GB Storage)       ",183 ratings," ₹ 7,499.00 ",Redmi,,Android,         6.53 inches    ,         LCD    ,5000,,
"        (Renewed) Samsung Galaxy A03 Core (Blue, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers       ",7 ratings,,Samsung,Samsung Galaxy A03 Core,Android GO 11.0,,,,,
"        Infinix Smart 6 HD (Origin Blue, 32 GB) (2 GB RAM)       ",,,Generic,Smart 6 HD,Android 11,,,,,
"        (Renewed) Nokia C30, 6000 mAh Battery, 6.82” HD+ Screen, 4 + 64GB Memory       ",5 ratings," ₹ 8,888.00 ",Nokia,Nokia C3 4/64,Android R,         IPS+Incell    ,6000,         4 GB    ,,
"        I KALL Z12 Smartphone (4GB, 64GB) | 6.53 Inch HD+ Display | 4G Volte (Jude Green)       ",3 ratings,,IKALL,Jude Green,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        (Renewed) Redmi Note 9 (Arctic White, 4GB RAM, 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL       ",131 ratings," ₹ 9,499.00 ",Redmi,,Android,5020,         4 GB    ,64,,
"        (Renewed) Redmi Note 9 Pro (Glacier White, 4GB RAM, 64GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free       ",39 ratings," ₹ 9,999.00 ",Redmi,,Android,,,,,
        Asus Zenfone 4 Selfie (Gold)       ,197 ratings,,ASUS,ZenFone 4,Android,,,,,
"        I KALL Z12 Smartphone (4GB, 64GB) (Sapphire)       ",7 ratings,,IKALL,Sapphire,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
        Infinix Hot 11 2022 (Aurora Green 64 GB) (4 GB RAM)       ,4 ratings,,Generic,,,         6.7 inches    ,48,         4 GB    ,,
"        I KALL Z14 Smartphone (4GB, 64GB) (6.8 Inch HD+ Display, Dual Sim) (Tarnish)       ",3 ratings,,IKALL,Tarnish,Android 10.0,         6.8 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
        CAT B26 Dual Sim Rugged Phone       ,69 ratings,,CAT,Cat 26,Android,         2.4 inches    ,         2.4 inches TFT    ,         1500 Milliamp Hours    ,,
"        realme C21Y (Cross Black, 3GB RAM, 32GB Storage), Medium       ",236 ratings,,Realme,C21Y,Android 11,         6.5 inches    ,         LCD    ,5000,,
"        Infinix Smart 6 (Polar Black, 2GB RAM 64GB Storage)       ",1 rating,,Infinix,Smart,Android 11,         6.6 inches    ,         5000 Milliamp Hours    ,         2 GB    ,,
"        I KALL Z3 Smartphone (Emerald Green, 4GB, 64GB)       ",16 ratings,,IKALL,Emerald Green,Android 10.0,         6.26 inches    ,         LCD    ,         4000 Milliamp Hours    ,,
"        Lava Z3 Striped Cyan(3GB RAM, 32GB Storage)       ",819 ratings,,Lava,Lava Z3,Android 11 Stock,,,,,
"        Micromax in 1b (Purple, 64 GB)  (4 GB RAM)       ",79 ratings,,Micromax,IN 1B,Android 10 Go Edition,         6.52 inches    ,         LCD    ,5000,,
        realme C20 (32 GB) (2 GB RAM) (Cool Grey)       ,156 ratings,,Realme,Realme c20,Android,,,,,
"        I KALL K470 Smartphone (6.26 Inch HD+ Display, 4GB, 32GB) (Sky Blue)       ",1 rating,,IKALL,Sky Blue,Android 10.0,,,,,
"        I KALL K470 Smartphone (6.26 Inch HD+ Display, 4GB, 32GB) (Sky Blue)       ",1 rating,,IKALL,Sky Blue,Android 10.0,,,,,
"        (Renewed) Redmi 9A (Sea Blue, 2Gb Ram, 32Gb Storage)       ",22 ratings," ₹ 7,999.00 ",Redmi,Redmi 9A (2GB+32GB),Android 10.0,         6.53 inches    ,         1600 x 720    ,5000,,
"        (Renewed) Xiaomi Mi Redmi Note 5 Pro (Rose Gold, 4GB RAM, 64GB Storage)       ",15 ratings," ₹ 7,999.00 ",Xiaomi,Redmi Note 5 Pro,Android,         5.99 inches    ,         2160 x 1080    ,4000,,
"        (Renewed) Nokia C01 Plus 4G, Android 11 (Go Edition), 5.45” HD+ Screen, Dual SIM, 2GB RAM/16GB Storage | Grey       ",60 ratings," ₹ 5,200.00 ",Nokia,Nokia C01,Android 11 (Go edition),,,,,
        Xifo Coolpad Cool 3 (4GB / 64 GB) Indigo Blue       ,,,Xifo,Coolpad-Cool3-IndigoBlue,Android 9.0,,,,,
"        I KALL Z9 Smartphone (6 Inch, 3GB, 32GB) (Blue)       ",40 ratings,,IKALL,Blue,Android 10.0,         6 inches    ,         LCD    ,         4000 Milliamp Hours    ,,
"        (Renewed) Tecno Spark 8 Pro (Turquoise Cyan, 4GB RAM 64GB Storage) | 48MP Triple Camera | 6.8"" FHD+Dot-in Display | 33W Fast Charger | Helio G85 Gaming Processor       ",14 ratings," ₹ 8,500.00 ",Tecno,Tecno Spark 8 Pro (4/64GB),HiOS 7.6 based on Android 11,         LTPS    ,5000,         64 GB    ,,
"        (Renewed) Samsung Galaxy F12 (Celestial Black, 64 GB) (4 GB RAM)       ",24 ratings," ₹ 9,999.00 ",Samsung,Galaxy F12,Android 11.0,         6.5 inches    ,         LCD    ,         6000 Milliamp Hours    ,,
"        (Renewed) Xiaomi Redmi 6 Pro (Black, 64GB)       ",25 ratings," ₹ 8,074.05 ",Xiaomi,Redmi 6 Pro,Android 8.1,         5.84 inches    ,         2280 x 1080    ,4000,,
"        Oppo A16k (Blue, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers       ",241 ratings," ₹ 9,490.00 ",Oppo,A16k,Android 11,,,,,
"        (Renewed) Realme C25Y (Glacier Blue, 128 GB) (4 GB RAM)       ",10 ratings," ₹ 9,975.00 ",Realme,,Android 10.0,         6.5 inches    ,         LCD    ,5000,,
"        I KALL K475 Smartphone (4GB, 64GB) (6.26 Inch HD+ Display) (Tarnish)       ",,,IKALL,Tarnish,Android 10.0,,,,,
"        Redmi Poco C3 (Matte Black, 4 RAM /64 Storage)       ",137 ratings,,Xiaomi,,Android,,,,,
"        MI Redmi Note 4 (Black, 64GB)       ","6,980 ratings",,MI,Redmi Note 4,Android,,,,,
"        (Renewed) MI Poco M2 (Brick Red, 6GB RAM, 64GB Storage)       ",146 ratings," ₹ 8,499.00 ",MI,,Android,         6.53 inches    ,5000,         6 GB    ,,
"        (Renewed) Redmi Note 9 (Shadow Black, 4GB RAM, 64GB Storage) - 48MP Quad Camera & Full HD+ Display       ",18 ratings," ₹ 9,499.00 ",Redmi,Redmi Note 9-cr,Android 10.0,         6.53 inches    ,5020,         4 GB    ,,
"        (Renewed) Nokia C01 Plus 4G, Android 11 (Go Edition), 5.45” HD+ Screen, Dual SIM, 2GB RAM/16GB Storage | Blue       ",60 ratings,,Nokia,Nokia C01,Android 11 (Go edition),,,,,
"        (Renewed) Tecno Pop 5 LTE(Ice Blue 2G+32G)| 6.52"" HD+Dot Notch | 5000mAh | 8MP Dual Camera | Front Flash| IPX2 Splash Resistant       ",3 ratings," ₹ 5,498.00 ",Tecno,Tecno Pop 5 LTE (2GB/32GB),HiOS 7.6 based on Android 11,,,,,
"        Samsung Galaxy M02 (Gray,2GB RAM, 32GB Storage)       ","18,756 ratings",,Samsung,Samsung Galaxy M02,Android 10.0,,,,,
"        (Renewed) realme C21Y (Cross Black, 4GB RAM, 64GB Storage), Medium       ",7 ratings," ₹ 8,990.00 ",Realme,C21Y,Android 11,         LCD    ,5000,         4 GB    ,,
"        Realme C21Y (Cross Black, 64 GB) (4 GB RAM)       ",52 ratings,,Realme,,Android,         6.5 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        (Renewed) Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL       ",131 ratings," ₹ 8,999.00 ",Redmi,,Android,         2340 x 1080    ,5020,         4 GB    ,,
"        OPPO A16k (Midnight Black, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers       ",241 ratings,,Oppo,A16k,Android 11,,,,,
"        (Renewed) Redmi Poco C3 (Arctic Blue, 3 RAM / 32 Storage)       ",114 ratings," ₹ 6,999.00 ",Redmi,,Android,         HD+    ,5000,         4 GB    ,,
"        (Renewed) Tecno Spark 8T (Atlantic Blue,4GB RAM, 64GB Storage)| 50MP AI Camera | 6.6"" FHD+Display | 5000mAh       ",14 ratings," ₹ 7,999.00 ",Tecno,Tecno Spark 8T(4/64GB),HiOS 7.6 based on Android 11,         LCD    ,5000,         64 GB    ,,
"        Tecno Spark Go 2021 (Horizon Orange, 2GB RAM, 32GB Storage) | 5000mAh| 6.52"" Display Smartphone       ","1,969 ratings",,Tecno,Spark Go 2021,Android 10.0,         6.52 inches    ,         Incell    ,5000,,
"        (Renewed) Mi Redmi 3S Prime (Gold, 32GB)       ",66 ratings," ₹ 6,285.00 ",,,,         5 inches    ,         1280 x 720    ,4100,,
"        (Renewed) OPPO A16k (Blue, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers       ",1 rating," ₹ 8,999.00 ",Oppo,A16k,Android 11,         LCD    ,4230,         3 GB    ,,
"        I KALL Z12 Smartphone (4GB, 64GB) (Jude Green)       ",7 ratings,,IKALL,Jude Green,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        (Renewed) Redmi Poco C3 (Matte Black, 3 RAM / 32 Storage)       ",114 ratings," ₹ 6,999.00 ",Redmi,,Android,5000,         4 GB    ,         4 GB    ,,
"        Lava Z2 (3 GB RAM, 32 GB Storage), Aqua Blue       ",650 ratings,,Lava,Lava Z2_3GB_Blue,Android 10.0,         6.5 inches    ,         AMOLED    ,5000,,
"        Tecno Spark 7 (Spruce Green, 2GB RAM, 32 GB Storage) - 6000mAh Battery|16 MP Dual Camera| 6.52” Dot Notch Display| Octa Core Processor       ","5,905 ratings",,Tecno,Tecno Spark 7 (2/32GB),"HiOS 7.5, Android 11 (Go Edition)",         6.52 inches    ,         LCD    ,6000,,
        (Renewed) Redmi Note 7S (32 GB) (3 GB RAM) (Onyx Black)       ,8 ratings," ₹ 7,475.00 ",Xiaomi,,Android,         6.3 inches    ,4000,         3 GB    ,,
"        (Renewed) POCO M2 Reloaded (Mostly Blue, 64 GB) (4 GB RAM)       ",1 rating," ₹ 8,990.00 ",Poco,,Android 10.0,         6.53 inches    ,         5000 Milliamp Hours    ,         4 GB    ,,
"        (Renewed) OPPO A15s (Fancy White, 4GB RAM, 64GB Storage)       ",9 ratings," ₹ 9,295.00 ",Oppo,,Android 10.0,         6.52 inches    ,         1600 x 720    ,4230,,
"        (Renewed) Samsung Galaxy F12 (Sky Blue, 64 GB) (4 GB RAM)       ",24 ratings," ₹ 9,999.00 ",Samsung,Galaxy F12,Android 11.0,,,,,
"        itel A27 (5.45'' Full Screen Display | 4G Volte | 4000mAh Battery with AI Power Master|Dual Security-32GB+2GB Memory |Fingerprint Sensor + Face Unlock |5MP AI Rear Camera), Crystal Blue, (A551L)       ",39 ratings,,Itel,A551L,"Go Edition, Android 11.0",4000,     2 GB   ,"     Bluetooth, Wi-Fi, USB   ",,
"        (Renewed) Panasonic Eluga i7 (2GB RAM, 16GB Storage) (Blue)       ",,,Panasonic,EB-90S55EY7K-cr,Android 7.0,,,,,
        itel A49 (6.6'' HD+IPS Waterdrop Display| 32GB+2GB Memory |Dual Security(Fingerprint+Face Unlock) |4000mAh Powerful Battery| Dome Blue       ,31 ratings,,Itel,A661L,"Go Edition, Android 11.0",4000,     2 GB   ,"     Bluetooth, Wi-Fi, USB   ",,
"        Infinix Smart 6 HD (Origin Blue, 32 GB) (2 GB RAM)       ",,,Generic,Smart 6 HD,Android 11,,,,,
"        Oppo A16k (Black, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers       ",241 ratings," ₹ 9,490.00 ",Oppo,A16k,Android 11,         16.55 cm    ,         LCD    ,4230,,
"        (Renewed) realme narzo 50A (Oxygen Green, 4GB RAM + 64GB Storage)- MediaTek Helio G85 Processor | 50MP Camera Without Offers       ",7 ratings,,Realme,Realme narzo 50A,Android,,,,,
"        (Renewed) Asus ZenFone Max M2 (Black, 64 GB) (4 GB RAM)       ",25 ratings," ₹ 7,499.00 ",ASUS,,Android,,,,,
"        (Renewed) Redmi 8A Dual (Midnight Grey, 2GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery       ",381 ratings," ₹ 6,880.00 ",Redmi,,Android 9.0,         6.22 inches    ,         1520 x 720    ,5000,,
"        (Renewed) Asus Zenfone Max Pro M1 ZB601KL-4D102IN (Blue, 4GB RAM, 64GB Storage)       ",144 ratings," ₹ 6,999.00 ",ASUS,Zenfone Max Pro M1,Android 8.1,         5.99 inches    ,         2160 x 1080    ,5000,,
"        I KALL Z9 4G Smartphone (3GB, 32GB, Android 10) (Green)       ",10 ratings,,IKALL,Green,Android 10.0,         6 inches    ,         LCD    ,         4000 Milliamp Hours    ,,
"        (Renewed) Panasonic Eluga i7 (2GB RAM, 16GB Storage) (Blue)       ",,,Panasonic,EB-90S55EY7K-cr,Android 7.0,,,,,
        itel A49 (6.6'' HD+IPS Waterdrop Display| 32GB+2GB Memory |Dual Security(Fingerprint+Face Unlock) |4000mAh Powerful Battery| Dome Blue       ,31 ratings,,Itel,A661L,"Go Edition, Android 11.0",4000,     2 GB   ,"     Bluetooth, Wi-Fi, USB   ",,
"        Oppo A16k (Black, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers       ",241 ratings," ₹ 9,490.00 ",Oppo,A16k,Android 11,         16.55 cm    ,         LCD    ,4230,,
"        (Renewed) Redmi 8A Dual (Midnight Grey, 2GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery       ",381 ratings," ₹ 6,880.00 ",Redmi,,Android 9.0,         6.22 inches    ,         1520 x 720    ,5000,,
"        (Renewed) Asus Zenfone Max Pro M1 ZB601KL-4D102IN (Blue, 4GB RAM, 64GB Storage)       ",144 ratings," ₹ 6,999.00 ",ASUS,Zenfone Max Pro M1,Android 8.1,         5.99 inches    ,         2160 x 1080    ,5000,,
"        I KALL Z9 4G Smartphone (3GB, 32GB, Android 10) (Green)       ",10 ratings,,IKALL,Green,Android 10.0,         6 inches    ,         LCD    ,         4000 Milliamp Hours    ,,
"        Nokia 5.1 Plus (Blue, 32 GB) (3 GB RAM)       ",303 ratings,,Nokia,,Android,         5.9 inches    ,3060,         8 GB    ,,
"        (Renewed) Nokia G20 Smartphone, Dual SIM 4G, 4GB RAM/64GB Storage, 48MP Quad Camera with 6.5” (16.51 cm) Screen | Silver       ",117 ratings," ₹ 9,699.00 ",Nokia,Nokia G20,Android 11,         LCD    ,5050,         4 GB    ,,
        Mobile Express Lava Z61_2gb (Black)       ,,,Mobile Express,,Android 8.0,         5.5 inches    ,         3000 Milliamp Hours    ,         1 GB    ,,
"        I KALL K401 Smartphone (6.26 Inch HD+ Display, 4GB, 64GB, 4G Volte) (Dark Blue)       ",,,IKALL,Dark Blue,Android 10.0,,,,,
"        Oppo A16k (White, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers       ",241 ratings," ₹ 9,999.00 ",Oppo,A16k,Android 11,         16.55 cm    ,         LCD    ,4230,,
"        Redmi 7A (Matte Gold, 2GB RAM, 32GB Storage)       ","61,731 ratings",,Redmi,Redmi 7A,Android 9.0,,,,,
"        I KALL Z3 Smartphone (4GB, 64GB) | 6.26 Inch Display | Emerald Green       ",4 ratings,,IKALL,Emerald Green,Android 10.0,,,,,
"        (Renewed) realme C21Y (Cross Blue, 3GB RAM, 32GB Storage), Medium       ",3 ratings," ₹ 7,890.00 ",Realme,C21Y,Android 11,         LCD    ,5000,         3 GB    ,,
"        (Renewed) Redmi 7 (Lunar Red, 2GB RAM, SD 632, 32GB Storage, 4000mAH Battery)       ",15 ratings," ₹ 5,999.00 ",Redmi,,Android 9.0,         6.26 inches    ,         LCD    ,4000,,
"        (Renewed) POCO C31 (Royal Blue, 32 GB) (3 GB RAM)       ",,,Poco,C31,Android 10.0,,,,,
        Xifo Coolpad Cool 3 (4GB / 64 GB) Midnight Blue       ,,,Xifo,Coolpad-Cool3-Midnight Blue1,Android 9.0,,,,,
"        (Renewed) Mi A2 (Black, 4GB RAM, 64GB Storage)       ",674 ratings," ₹ 8,868.00 ",MI,Mi A2,Android 8.1,,,,,
        LYF C 459 Blue Mobile Phone       ,28 ratings,,LYF,,,         2000 Milliamp Hours    ,         349.01 grams    ,,,
"        I KALL K401 Smartphone (6.26 Inch HD+ Display, 4GB, 64GB, 4G Volte) (Sky Blue)       ",,,IKALL,Sky Blue,Android 10.0,,,,,
"        (Renewed) Vivo Y12 (Aqua Blue, 3GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers       ",5 ratings," ₹ 8,249.00 ",Vivo,,Android 9.0,         6.35 inches    ,         LCD    ,5000,,
"        Realme C20 (Cool Blue, 2GB RAM, 32GB Storage)       ",77 ratings,,Realme,Realme C20,Android,         6.52 inches    ,         LCD    ,5000,,
"        (Renewed) Lenovo Phab 2 (Champagne Gold, 32GB)       ",82 ratings," ₹ 6,999.00 ",Lenovo,Phab 2,Android,,,,,
"        Nokia C21 Plus Android Smartphone, Dual SIM, 3-Day Battery Life, 3GB RAM + 32GB Storage, 13MP Dual Camera with HDR | Warm Grey       ",57 ratings," ₹ 9,799.00 ",Nokia,Nokia C21 Plus (3/32),Android 11 R Go,         6.57 inches    ,         LCD    ,5050,,
"        Micromax in 2B (Blue, 4GB RAM, 64GB Storage)       ",110 ratings,,Generic,,Android,         6.52 inches    ,         5000 Milliamp Hours    ,         4 GB    ,,
"        Coolpad Cool 5 (Gradient Blue, 4GB RAM, 64GB Storage)       ","2,964 ratings",,Coolpad,Coolpad Cool 5,Android 9.0,         6.22 inches    ,         TFT-IPS    ,4000,,
"        (Renewed) Redmi 10 (Caribbean Green, 4GB RAM, 64GB Storage)       ",1 rating,,Redmi,10,Android 11,,,,,
"        Tecno Spark 7 (Magnet Black, 2GB RAM, 32 GB Storage) - 6000mAh Battery|16 MP Dual Camera| 6.52” Dot Notch Display| Octa Core Processor       ","5,905 ratings",,Tecno,Tecno Spark 7 (2/32GB),"HiOS 7.5, Android 11 (Go Edition)",         6.52 inches    ,         LCD    ,6000,,
"        Tecno Spark 8 (Atlantic Blue, 4GB, 64GB Storage) | 16MP Dual AI Camera | New Metal Coding Design| 5000mAh | 8MP Selfie Camera with Dual Flashlight       ",309 ratings,,Tecno,Tecno Spark 8(4/64GB),HiOS 7.6 based on Android 11,         6.56 inches    ,         Incell    ,5000,,
"        (Renewed) Realme narzo 30A (Laser Black, 3GB RAM, 32GB Storage) Without Offer       ",14 ratings," ₹ 8,999.00 ",Realme,,Android,         LCD    ,6000,         3 GB    ,,
"        Nokia 3.2 (Black, 2GB RAM, 16GB Storage)       ",373 ratings,,,,,         6.26 inches    ,         720 x 1520    ,4000,,
"        Nokia C20 Plus, 6.5""(16.51cm) HD+ Screen, 4950 mAh Battery, 3 + 32GB Memory (Dark Grey)       ",740 ratings,,Nokia,Nokia C20 Plus,Android 11 (Go edition),         6.5 inches    ,         TFT IPS    ,5000,,
"        (Renewed) Poco C31 (Royal Blue, 64 GB) (4 GB RAM)       ",," ₹ 9,899.00 ",Poco,C31,Android 10.0,         LCD    ,5000,         4 GB    ,,
"        Gionee Max (2 GB RAM, 32GB ROM) Red       ",37 ratings,,Gionee,Max,Android 10.0,,,,,
"        (Renewed) Asus Zenfone Max Pro M1 ZB601KL-4D101IN (Blue, 3GB RAM, 32GB Storage)       ",192 ratings," ₹ 5,999.00 ",ASUS,Zenfone Max Pro M1,Android 8.1,         5.99 inches    ,         2160 x 1080    ,5000,,
"        (Renewed) Poco C31 (Shadow Gray, 32 GB) (3 GB RAM)       ",,,Poco,,Android,,,,,
"        (Renewed) Realme C15 (Power Silver, 4GB RAM, 64GB Storage)       ",54 ratings," ₹ 8,999.00 ",Realme,,Android,,,,,
"        I KALL Z14 Smartphone (4GB, 64GB) (6.8 Inch HD+ Display, Dual Sim) (Grey)       ",3 ratings,,IKALL,Grey,Android 10.0,         6.8 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        (Renewed) realme C21Y (Cross Blue, 4GB RAM, 64GB Storage), Medium       ",11 ratings,,Realme,C21Y,Android 11,,,,,
"        (Renewed) Redmi Note 7 Pro (Nebula Red, 64GB, 4GB RAM)       ",167 ratings," ₹ 8,699.00 ",Xiaomi,Note 7,Android,         6.3 inches    ,         4 GB    ,         64 GB    ,,
"        (Renewed) Redmi 7 (Eclipse Black, 3GB RAM, 32GB Storage)       ",17 ratings," ₹ 7,179.00 ",Redmi,,Android 9.0,         6.26 inches    ,         HD+ Dot Notch Display    ,4000,,
"        I KALL Z12 Smartphone (4GB, 64GB) (Sky Blue)       ",7 ratings,,IKALL,Sky Blue,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        I KALL Z6 Smartphone (6.26 Inch, 4GB, 64GB, 4G Volte) (Dark Blue)       ",3 ratings," ₹ 7,124.00 ",IKALL,Dark Blue,Android 10.0,         6.26 inches    ,         LCD    ,         4000 Milliamp Hours    ,,
"        Gionee Max (2 GB RAM, 32GB ROM) Royal Blue       ",70 ratings,,Gionee,Max,Android 10.0,         6.1 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        Micromax in 2B (Green, 4GB RAM, 64GB Storage)       ",1 rating,,Micromax,IN 2B,Android,         6.52 inches    ,         LCD    ,5000,,
"        Coolpad Cool 5 (Midnight Blue, 4GB RAM, 64GB Storage)       ","2,964 ratings",,Coolpad,Coolpad Cool 5,Android 9.0,         6.22 inches    ,         1520 x 720    ,4000,,
"        I KALL Z14 Smartphone (4GB, 64GB) (6.8 Inch HD+ Display, Dual Sim) (Grey)       ",3 ratings,,IKALL,Grey,Android 10.0,         6.8 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        (Renewed) Redmi Note 7 Pro (Nebula Red, 64GB, 4GB RAM)       ",167 ratings," ₹ 8,699.00 ",Xiaomi,Note 7,Android,         6.3 inches    ,         4 GB    ,         64 GB    ,,
"        I KALL Z12 Smartphone (4GB, 64GB) (Sky Blue)       ",7 ratings,,IKALL,Sky Blue,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        Coolpad Cool 5 (Midnight Blue, 4GB RAM, 64GB Storage)       ","2,964 ratings",,Coolpad,Coolpad Cool 5,Android 9.0,         6.22 inches    ,         1520 x 720    ,4000,,
"        (Renewed) Poco C31 (Shadow Gray, 32 GB) (3 GB RAM)       ",,,Poco,,Android,,,,,
"        (Renewed) Redmi 7 (Eclipse Black, 3GB RAM, 32GB Storage)       ",17 ratings," ₹ 7,179.00 ",Redmi,,Android 9.0,         6.26 inches    ,         HD+ Dot Notch Display    ,4000,,
"        (Renewed) Lava <Special Launch Price> X2 (2GB RAM, 32GB Storage)-Striped Cyan| Long Lasting 5000 mAh Battery| High Performance Octa Core Processor| Big 6.5 inch Display HD+IPS Notch Display       ",19 ratings,,Lava,Lava X2,Stock Android 11 Go,,,,,
"        (Renewed) Redmi Note 6 Pro 64GB (Blue, 6GB RAM)       ",47 ratings," ₹ 8,999.00 ",Redmi,Note 6 Pro,Android,         6.3 inches    ,         LCD    ,4000,,
"        (Renewed) Realme C12 (Power Blue, 32 GB) (3 GB RAM)       ",17 ratings," ₹ 7,499.00 ",Realme,,Android,22,         3 GB    ,         32 GB    ,,
"        (Renewed) Redmi 6A (Rose Gold, 2GB RAM, 32GB Storage)       ",52 ratings," ₹ 5,990.00 ",MI,Redmi 6A,Android 8.1,         5.45 inches    ,         1440 x 720    ,3000,,
"        (Renewed) realme C21Y (Cross Blue, 4GB RAM, 64GB Storage), Medium       ",11 ratings,,Realme,C21Y,Android 11,,,,,
        Nokia 2.2 2/16 Black       ,"1,635 ratings",,Nokia,,Android,         5.71 inches    ,3000,         Android    ,,
"        (Renewed) Realme C25Y (Metal Grey, 4GB RAM, 64GB Storage)       ",3 ratings,,Realme,Realme C25Y,,,,,,
"        itel Vision2S (Gradation Blue, 6.52'' HD+, 5000mAh Battery, 2GB RAM 32GB ROM, 8MP AI Dual Camera) (P651L)       ",142 ratings,,Itel,P651L,"Go Edition, Android 11",         16.56 cm    ,         LCD    ,5000,,
"        (Renewed) Tecno POVA Neo (Geek Blue, 6GB RAM, 128GB Storage) | 6000mAh Battery |6.82 inch HD+Display | DTS Sound       ",1 rating," ₹ 9,699.00 ",Tecno,POVA Neo (6/128GB),HiOS 7.6 based on Andriod 11,         IPS    ,6000,         6 GB    ,,
"        (Renewed) Redmi Note 4 (Gold, 64GB)       ",13 ratings," ₹ 8,999.00 ",MI,Redmi Note 4,Android,         5.5 inches    ,         1920 x 1080    ,4100,,
"        Oppo A16k (White, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers       ",241 ratings," ₹ 9,490.00 ",Oppo,A16k,Android 11,         16.55 cm    ,         LCD    ,4230,,
"        Nokia C30, 6000 mAh Battery, 6.82 Inch HD+ Screen, 3 + 32GB Memory (White)       ",216 ratings,,Nokia,Nokia C3 3/32,Android R,         6.82 inches    ,         IPS+Incell    ,6000,,
"        (Renewed) OPPO A15s (Rainbow Silver, 4GB RAM, 64GB Storage) With No Cost EMI/Additional Exchange Offers       ",8 ratings," ₹ 9,480.00 ",Oppo,,Android 10.0,,,,,
